0.7939,-1.3817,-0.7252,0.2583,-0.1145,0.364
-0.7023,0.2137,0.5267,0.2432,-0.0754,0.363
1.3588,-1.2595,-0.4351,0.229,-0.0923,0.3806
1.4504,0.7023,0.3206,0.2126,-0.0979,0.3298
8.374,0.7481,-1.542,0.1533,-0.1863,0.2075
11.6947,9.6412,-5.2137,0.1487,-0.0554,-0.041
6.2824,16.1603,-5.5802,0.0115,0.0361,-0.0481
1.2748,27.7863,0.855,-0.0139,0.0942,-0.1165
10.4962,36.7176,-3.4809,-0.28,0.0308,-0.0251
11.1221,43.5725,-0.4427,-0.6536,0.3845,0.4045
21.1985,38.626,4.9389,-0.7485,0.4553,0.4578
2.9313,25.3817,2.1756,-0.6606,0.4224,0.5315
17.4885,20.0,3.4809,-0.5869,0.4143,0.3694
17.5344,16.0916,6.2061,-0.6277,0.4629,0.3025
28.6412,25.9237,0.4122,-0.8596,-0.2397,0.6824
-5.4351,28.7939,6.084,-0.5149,0.7278,-0.2388
2.2214,-8.7099,3.5267,-0.6846,0.1943,0.1492
