-0.3206,0.626,-0.7405,0.094,0.0623,0.4888
0.0916,0.5267,-0.1298,0.0913,0.0925,0.4812
0.1756,-0.9542,0.145,0.0859,0.0862,0.5181
1.0992,-0.4046,0.0687,0.075,0.0225,0.5581
1.3053,-1.0611,-1.2748,0.0911,0.0828,0.5005
-0.4198,-3.0229,-0.7557,0.0891,0.1345,0.4651
-1.3435,-1.3588,-0.0076,0.1191,0.052,0.4126
-2.3282,-2.8015,-2.1832,0.0964,0.0845,0.3621
-3.6107,6.9924,-2.3893,0.2778,0.1199,-0.1279
-4.1679,19.2366,-1.1908,0.3425,0.0706,-0.2144
-2.0229,70.8855,4.1527,0.4348,0.2732,-0.9045
-3.2901,57.2214,0.9389,-0.197,-0.1245,-0.4426
-0.7939,52.0916,-7.2137,-0.8171,-0.1965,-0.8289
5.4275,22.1374,-5.0,-1.9348,-0.1997,0.1436
-2.2061,19.3588,-0.626,-1.3916,0.0479,0.1692
0.7786,6.626,-3.0305,-1.1147,-0.2319,0.3218
-1.5344,-2.9695,1.6718,-0.9104,0.1216,0.1265
