0.2748,-2.2366,0.9008,0.2083,0.1453,0.3699
0.6718,-1.2366,0.1298,0.2446,0.1714,0.332
-0.8092,0.1069,-0.0229,0.2327,0.1487,0.3491
-0.6565,-0.2672,0.3511,0.2332,0.1677,0.3689
-1.6107,0.1908,0.626,0.248,0.1528,0.3503
-1.6336,1.4504,0.4122,0.2371,0.1394,0.3491
-2.1069,4.9847,-0.4656,0.2642,0.0679,0.2285
-0.5115,10.8702,0.2748,0.2007,0.0659,0.1104
4.2061,15.1298,-0.5725,0.2117,-0.0217,-0.1055
5.6183,41.2824,-4.1527,0.127,0.0242,-0.4302
5.4885,34.916,-5.3817,-0.1897,0.1621,-0.1255
7.4351,39.7252,-11.9008,-0.4214,-0.0825,-0.1536
-4.4275,28.2748,-13.3969,-0.9705,0.28,0.1067
1.0229,24.626,-4.4733,-1.1643,0.2917,0.542
-1.0076,14.1756,-4.2214,-0.9512,0.1953,0.3777
-1.374,5.5649,-0.5954,-0.8135,0.1929,0.3235
3.0687,0.8931,3.1832,-0.7041,0.1255,0.2563
