0.9771,-1.8702,1.0076,0.1624,0.1311,0.4055
0.3511,-1.4885,0.8473,0.1697,0.1326,0.418
-0.145,-1.1756,0.6718,0.1541,0.0938,0.4797
0.1603,-1.7176,1.1374,0.2021,0.1365,0.4763
-1.1298,-3.5344,1.5954,0.1899,0.1836,0.5464
-1.0611,-5.5496,3.1679,0.1582,0.1582,0.6343
0.771,-15.6336,5.542,0.1619,0.0886,0.5359
0.2977,-19.9771,7.1679,0.2271,-0.03,0.2073
5.7176,-6.8779,-1.7176,0.3308,-0.1462,-0.2488
16.626,12.5191,-3.0763,0.2737,-0.0874,-0.5659
22.1069,31.084,-15.4962,0.0703,-0.2976,-0.77
9.6031,29.6794,-19.0992,-0.2461,-0.1018,-0.1733
-1.8092,35.1145,-23.4962,-0.603,0.2805,-0.137
-6.1145,34.0763,-24.3969,-0.9001,0.2717,0.2866
-5.7176,23.5191,-14.6412,-1.2136,0.6799,1.2654
-4.1908,13.2977,-5.7557,-0.7952,0.4438,1.0129
-1.4427,5.6947,-1.6107,-0.4988,0.2822,0.7397
