-0.0382,-0.7328,-0.0382,0.1897,0.0171,0.4297
-0.2137,-1.7405,-0.0229,0.1785,0.0432,0.5146
-1.6031,-2.6947,0.7481,0.1978,0.0562,0.4836
-2.3588,-4.9847,1.4962,0.2051,0.0332,0.4041
-2.3817,-3.855,1.4046,0.2664,0.0078,0.2734
-3.855,-0.9389,-0.1145,0.2732,0.0334,0.1284
-6.9847,6.8931,3.687,0.2285,0.0173,-0.0884
-8.2137,26.7099,2.9771,0.2808,-0.1482,-0.5588
-9.7481,52.8702,3.4122,-0.0332,-0.2632,-0.7705
5.2137,94.3206,-6.6183,-0.7136,0.0527,-1.5151
1.6565,71.0076,-5.5649,2.0,0.0781,-0.0415
-2.2061,24.3282,-1.8473,-1.8149,0.021,0.2837
2.1756,6.3053,6.0992,-1.4246,-0.2312,0.4795
3.7099,-0.9924,4.8931,-0.9099,-0.2288,0.25
1.687,-7.4427,1.9695,-0.7739,-0.1655,0.2241
3.5496,-18.5267,3.9237,-0.7632,-0.0896,0.2239
1.855,-18.9618,4.8702,-0.6843,-0.0022,0.0759
