-1.1985,1.2901,0.4275,0.509,-0.0964,0.0894
-1.3282,-0.7863,0.9847,0.5098,-0.0161,0.1045
0.7481,-1.4809,-0.4198,0.4751,-0.1001,0.093
-0.5878,2.4198,-1.2824,0.4622,-0.1455,-0.2178
6.0305,17.9924,-4.9695,0.1907,-0.1621,-0.4368
14.5954,48.5496,-12.3206,-0.1201,-0.0996,-0.7498
0.9084,52.7481,-7.687,-0.4702,-0.1135,-0.0769
-6.5038,45.2366,-3.0611,-0.6248,0.3208,0.2756
5.8473,42.7023,0.0229,-0.7776,-0.1025,0.7842
-10.9924,43.771,2.8931,-0.6948,0.1345,0.3884
7.7405,34.9237,3.9237,-0.8804,0.3672,0.5156
-3.2366,41.0992,1.4427,-0.853,-0.0334,0.228
6.4733,31.3969,0.5954,-0.8357,-0.0964,0.3262
1.0916,23.6412,2.9313,-0.8347,-0.0786,0.3113
-4.7252,7.2214,-0.8015,-0.7822,0.1257,0.2866
2.1221,-0.5573,2.542,-0.501,0.0193,-0.1543
-0.0763,-1.7328,-1.0458,-0.4294,0.0046,-0.2402
