1.3817,-1.0305,-0.0458,0.1362,0.1785,0.3855
5.8092,-2.8244,0.084,0.1248,0.24,0.4294
0.2595,-2.145,0.7786,0.1506,0.2366,0.3975
-1.4046,-1.687,0.4809,0.1665,0.1567,0.3257
-1.5496,0.916,-0.4046,0.1511,0.0945,0.2671
-3.5649,2.1756,-1.9313,0.1855,0.0049,-0.0144
0.0534,12.4809,-4.1679,0.063,-0.1001,-0.2012
-2.1069,22.7328,-7.5267,0.0701,-0.0225,-0.1831
-0.4351,29.9466,-10.6412,-0.4272,-0.0193,0.1475
-0.542,28.1527,-10.0687,-0.5161,0.0859,0.4058
-3.0229,24.5115,-11.2443,-0.6484,0.1807,0.5586
-10.6489,22.2595,-12.8168,-0.6963,0.186,0.5854
-12.1756,20.8015,-10.084,-0.6301,0.0552,0.4744
-8.687,15.0763,-6.1069,-0.7627,0.1262,0.5894
-9.7557,-4.0458,-0.8626,-0.5986,-0.0427,0.3433
4.2595,-1.5267,2.2137,-0.4019,-0.1021,0.085
1.8855,-1.9084,1.6412,-0.4514,-0.0703,0.1511
