-0.3817,0.6031,-0.2824,0.4814,-0.0623,0.157
-0.1603,0.7099,-0.1679,0.4731,-0.0349,0.156
0.313,0.5267,-0.4504,0.4771,-0.0703,0.1433
1.3435,2.9008,-0.3588,0.4478,-0.0583,0.0657
-0.7252,4.1679,-0.8244,0.4126,-0.05,-0.0476
0.4046,13.8626,-0.6336,0.2559,0.0007,-0.2749
8.6107,38.6641,1.8092,0.0312,0.0901,-0.4321
-0.7481,45.8397,4.8321,-0.3396,0.0627,-0.1187
0.2519,61.916,12.6336,-0.7097,0.0146,0.009
4.5344,46.2519,7.0382,-0.894,0.1577,0.5046
-1.6183,47.229,12.687,-1.1062,-0.2158,0.4922
-6.0763,36.9313,7.3435,-1.0134,0.1497,0.5605
9.1527,25.6718,4.9008,-0.8806,-0.1365,0.5161
2.2366,9.7405,2.2824,-0.7781,0.1497,0.4717
3.6641,10.2977,5.4046,-0.5989,0.0625,0.1428
0.5115,3.0382,1.9847,-0.5525,-0.0481,0.1589
-1.4733,-2.5649,-0.0534,-0.4646,0.041,-0.0671
