-0.771,-5.1603,0.4427,0.2585,-0.0667,0.3713
0.374,-0.5496,0.2366,0.2314,-0.0603,0.3875
0.7786,-4.6336,-0.145,0.2429,-0.0613,0.3879
0.855,-1.7328,-0.3435,0.2495,-0.0735,0.3591
1.145,-2.6947,-0.6641,0.2148,-0.0813,0.2236
1.4504,7.542,-2.5496,0.2488,-0.1016,-0.1353
2.2672,20.8626,-1.2824,0.1182,-0.0818,-0.0247
3.0229,23.313,-3.2748,-0.0481,0.0154,0.1465
5.2977,25.771,-0.0229,-0.2415,-0.0334,0.3623
1.8092,23.8015,-0.084,-0.2925,0.3049,0.3955
2.374,33.2214,3.4504,-0.425,0.1248,0.4021
7.2748,33.0916,7.5267,-0.469,0.0198,0.4536
2.7252,33.5191,8.8702,-0.6011,0.3,0.3237
3.9847,26.0534,7.0763,-0.6809,0.3132,0.3662
7.145,20.2824,8.5573,-0.6057,0.0774,0.2834
1.6107,22.3511,2.5649,-0.6497,0.3931,0.1636
13.0687,3.5267,6.6412,-0.6816,0.1975,0.1853
