-1.0305,-2.4809,0.0763,0.1838,0.1682,0.5149
-2.0992,-4.9466,2.0992,0.1863,0.1736,0.5376
-2.4733,-8.7557,1.8015,0.1743,0.1921,0.5217
-1.5038,-19.1069,1.0458,0.1606,0.0728,0.5007
-1.313,-24.9771,1.1374,0.2571,0.1887,0.1135
-0.1374,-10.626,6.1756,0.3333,0.1326,-0.2451
0.2214,21.2519,3.084,0.3931,-0.1089,-0.522
-0.7023,66.5115,3.9008,0.2363,-0.0105,-1.0884
12.4198,61.2824,0.4504,-0.0815,-0.0513,-0.9941
9.2214,90.4275,-2.0916,-1.271,0.3047,-1.2051
-5.5191,67.0382,-18.2595,2.0,-0.0671,-0.2458
-6.4962,39.1221,-11.1908,-1.8467,0.2834,0.0398
-1.687,17.2977,-0.8397,-1.4956,-0.0532,0.1733
-0.6565,11.145,-0.4351,-0.8025,-0.0215,0.0105
1.1832,-0.6183,1.3282,-0.821,0.0171,-0.0542
0.4275,-18.0,3.7939,-0.791,0.0171,-0.0837
2.7176,-30.9008,3.0,-0.8381,0.0901,-0.0896
