0.1298,2.4122,-0.3817,0.4404,0.0037,0.2678
0.687,-0.0305,0.3359,0.3958,0.0083,0.2825
0.145,0.7023,0.4504,0.4172,-0.0044,0.1931
1.1221,6.0763,-2.7557,0.4531,0.0017,-0.386
-0.7252,33.0382,3.8244,0.094,0.2261,-0.5874
-2.4198,45.4122,13.4504,-0.2,-0.0615,-0.1672
-8.6489,43.2824,5.5038,-0.376,-0.1587,0.2007
8.3588,36.3511,8.2901,-0.7051,-0.0579,0.6196
-4.7328,31.1679,7.458,-0.6123,-0.0496,0.4014
-2.0534,29.4733,2.2519,-0.5959,-0.1772,0.3262
-3.3282,22.916,1.3817,-0.7817,-0.0105,0.229
-8.5191,-52.313,-11.0076,-0.5381,-0.9946,1.9999
-2.2366,4.2366,-0.1221,-0.3799,-0.1792,0.1204
4.4809,6.5038,9.1145,-0.405,-0.0693,0.1709
1.855,0.626,0.9084,-0.4065,-0.0369,0.1304
-1.6107,0.374,-2.0458,-0.4329,-0.0898,0.1494
0.6412,1.7481,0.4046,-0.4521,-0.0815,0.166
