2.2366,4.0611,1.916,0.374,-0.1819,0.2297
0.8015,2.855,1.7252,0.3801,-0.0374,0.251
-3.9084,1.4198,1.2977,0.3608,-0.2302,0.2954
3.4198,1.458,-0.6641,0.373,-0.1299,0.2598
2.0916,-0.4504,-1.6412,0.3325,-0.1421,0.2141
1.3969,1.3282,-0.4351,0.3528,-0.1648,0.1748
7.145,5.6641,-3.687,0.2627,-0.1543,-0.3552
-1.0763,16.8168,3.229,-0.0891,0.0166,-0.4348
10.1908,36.7252,-1.9084,-0.2834,0.2791,-0.4551
2.7939,42.0534,6.9542,-0.6792,-0.1594,0.5596
-2.4122,47.3969,-1.1832,-0.7144,-0.3455,0.3933
5.3588,38.7481,5.0305,-0.8909,0.1294,0.4729
0.4962,50.4809,1.9847,-1.0469,0.1914,0.3765
1.626,34.4198,7.1527,-0.8926,-0.1716,0.2368
4.6565,34.4275,4.1221,-1.0237,0.272,0.4321
4.1679,18.9008,0.771,-0.95,0.1003,0.6238
0.4046,-1.4733,5.2366,-0.658,0.1008,0.1636
