-0.1908,-0.6336,0.3206,0.167,0.175,0.4001
-0.8015,-0.3969,-0.2137,0.1855,0.1462,0.4175
-0.0534,-0.4427,-0.1298,0.2014,0.1592,0.4292
0.374,-1.6107,-0.7176,0.1941,0.1873,0.4675
-0.1145,-2.8397,-0.9313,0.1909,0.1677,0.5127
-0.7557,-4.1908,-0.7939,0.1799,0.1924,0.469
-1.0763,-6.2977,-0.5649,0.1941,0.1641,0.4312
-0.4427,-5.7176,-0.7481,0.1929,0.157,0.3948
0.3664,-6.2824,-0.2595,0.1858,0.1692,0.3577
1.5573,-5.6794,-0.7405,0.2471,0.1394,0.2708
2.2977,-5.9313,-2.4198,0.2539,0.116,0.1538
0.8168,5.0458,-1.7939,0.3572,0.2361,-0.1711
1.1985,18.9389,1.6031,0.3118,0.2114,-0.3442
0.687,45.9771,-0.4504,0.2825,-0.0195,-0.6858
11.4504,74.9237,5.0,0.0728,0.1179,-1.156
-0.8473,78.1679,-27.4122,-1.3411,-0.4329,-0.8352
-3.6794,64.1603,-19.0229,2.0,0.1233,-0.3374
